Epoch,Training Loss,Validation Loss
1,3.501921163851301,1.8460600487188943
2,1.288274529228341,0.5959786001898004
3,0.42041643092823344,0.2434332740839548
4,0.2311457999248005,0.24244147501928814
5,0.26047955861459227,0.28223291443560933
6,0.2784596591982563,0.25698837691477655
7,0.231003796659245,0.18088134075431236
8,0.15018426267579957,0.1012749956160003
9,0.07922485350758014,0.04838956509671165
10,0.03787908981511384,0.0251246280724506
11,0.022126743274144333,0.01908238773843678
12,0.018469195089446586,0.017409923033757043
13,0.016374052980834344,0.014107551130120086
14,0.012363340874818076,0.009284693645618425
15,0.007615185156444987,0.005081638624684113
16,0.004050003416678557,0.002678903695788914
17,0.0022606815130893467,0.0017671972492670485
18,0.001635852710606004,0.0014540078026837122
19,0.0013498104361144689,0.0011476364539207118
20,0.0010057315172721194,0.0007583504362539911
21,0.0006260264615978574,0.0004262716682163597
22,0.0003458814804784242,0.00023940901506595735
23,0.00020646201187371097,0.00016597104346801546
24,0.00015264765972007005,0.0001318696946331351
25,0.00011917973182368992,9.6060951641227e-05
26,8.197819880329217e-05,5.910544943477063e-05
27,4.8416068770055546e-05,3.325537832507684e-05
28,2.7861874191796005e-05,2.0984796641884422e-05
29,1.8823298679257406e-05,1.5831588966697056e-05
30,1.437250639475485e-05,1.1808951044041044e-05
31,1.0235301574168898e-05,7.609659529306843e-06
32,6.303560008641992e-06,4.392716159763682e-06
33,3.66754993866381e-06,2.7212684682108854e-06
34,2.413434258451374e-06,1.9934317424775267e-06
35,1.8025758248076322e-06,1.4783758745576728e-06
36,1.2844164823384293e-06,9.651228106042807e-07
37,8.048052151464251e-07,5.714328654922775e-07
38,4.837347907679387e-07,3.696893122047976e-07
39,3.327454996829546e-07,2.799969744362498e-07
40,2.5438601732530157e-07,2.1254624987036313e-07
41,1.8687945190180457e-07,1.4701573061691665e-07
42,1.2992077508817326e-07,1.0117181536134111e-07
43,9.25139692706634e-08,7.959004677026869e-08
44,7.54289505769897e-08,7.053239214965381e-08
45,6.682888034767933e-08,6.189303742589982e-08
46,5.828762861067269e-08,5.372899397188592e-08
47,5.154012659643489e-08,4.8167160467943294e-08
48,4.7190944996618977e-08,4.557259071095418e-08
49,4.540152557759406e-08,4.410308868445413e-08
50,4.3387018092208194e-08,4.250586519676391e-08
51,4.306605021926012e-08,4.490562708780073e-08
52,4.503057933547746e-08,4.33753917024066e-08
53,4.631377142750148e-08,4.560131431066031e-08
54,4.413447888742993e-08,4.9201411604664396e-08
55,4.918729267043692e-08,4.9849607814075726e-08
56,4.9609472033258996e-08,5.0222744068701106e-08
57,5.115232731833926e-08,4.9564669970124044e-08
58,5.0544327322062534e-08,5.2002014053859215e-08
