time,X,Y,actual_cytokine_concentration,predicted_cytokine_concentration
28.0,16.0,22.0,7.966529e-06,0.10478817
28.0,10.0,38.0,8.399778e-06,0.08256875
28.0,40.0,28.0,6.711479e-06,0.093564376
28.0,7.0,12.0,7.883855e-06,0.07134442
28.0,38.0,38.0,7.924605e-06,0.09202506
28.0,25.0,20.0,2.2724955e-06,0.09109406
28.0,17.0,38.0,7.77029e-06,0.092733726
28.0,10.0,18.0,8.806377e-06,0.09364973
28.0,11.0,15.0,8.787198e-06,0.09173237
28.0,20.0,9.0,6.519614e-06,0.101006016
28.0,33.0,19.0,7.787669e-06,0.08851604
28.0,21.0,39.0,8.644891e-06,0.094428286
28.0,27.0,16.0,6.941914e-06,0.10430412
28.0,15.0,12.0,8.299197e-06,0.101283535
28.0,12.0,28.0,8.585614e-06,0.09358601
28.0,37.0,36.0,9.3724475e-06,0.08899568
28.0,42.0,37.0,7.944635e-06,0.097927526
28.0,23.0,23.0,7.130187e-06,0.08560781
28.0,22.0,7.0,8.775661e-06,0.100852296
28.0,8.0,35.0,8.289744e-06,0.083453044
28.0,36.0,23.0,8.188641e-06,0.06525229
28.0,22.0,38.0,8.667739e-06,0.09142576
28.0,24.0,36.0,7.1454424e-06,0.084782824
28.0,8.0,34.0,8.245569e-06,0.08428453
28.0,26.0,37.0,7.3634274e-06,0.07873885
28.0,12.0,25.0,7.5691914e-06,0.106376454
28.0,17.0,24.0,7.924635e-06,0.09759544
28.0,36.0,28.0,7.4662694e-06,0.08537941
28.0,28.0,8.0,8.200276e-06,0.10055964
28.0,36.0,35.0,7.793402e-06,0.087252125
28.0,19.0,7.0,6.3784164e-06,0.10136406
28.0,32.0,35.0,9.331889e-06,0.08652143
28.0,42.0,23.0,6.260817e-06,0.097208455
28.0,16.0,30.0,1.8111317e-06,0.08264224
28.0,25.0,28.0,2.2336556e-06,0.09199534
28.0,47.0,38.0,0.0,0.10557936
28.0,2.0,32.0,4.4781415e-11,0.08635704
28.0,30.0,23.0,2.3887137e-06,0.090671584
28.0,15.0,40.0,5.7017783e-06,0.091458544
28.0,22.0,25.0,1.2206588e-06,0.08435409
28.0,18.0,38.0,2.3578739e-06,0.09579407
28.0,35.0,9.0,6.4445167e-06,0.09969382
28.0,6.0,4.0,0.0,0.1067764
28.0,45.0,17.0,6.30047e-09,0.09414266
28.0,49.0,46.0,0.0,0.110796735
28.0,22.0,19.0,2.4509413e-06,0.10473256
28.0,43.0,41.0,1.0283096e-06,0.08524884
28.0,42.0,3.0,2.605852e-10,0.09244637
28.0,44.0,28.0,9.582086e-09,0.09249969
28.0,40.0,2.0,3.989886e-11,0.098395094
28.0,3.0,41.0,7.662608e-10,0.08479039
28.0,45.0,48.0,0.0,0.09704779
28.0,27.0,1.0,0.0,0.10068332
28.0,43.0,3.0,0.0,0.08983903
28.0,48.0,4.0,0.0,0.12396847
28.0,44.0,4.0,0.0,0.087963864
28.0,5.0,16.0,7.788565e-09,0.07380508
28.0,8.0,43.0,3.189503e-07,0.08353768
28.0,30.0,11.0,2.97063e-06,0.101069376
28.0,30.0,37.0,2.3628807e-06,0.0872906
28.0,17.0,40.0,3.236371e-06,0.09785013
28.0,23.0,22.0,2.243542e-06,0.087864324
28.0,9.0,34.0,2.9883452e-06,0.083282575
28.0,24.0,30.0,3.7253083e-06,0.09347521
28.0,38.0,18.0,1.4298206e-06,0.058605175
28.0,27.0,11.0,4.4991652e-06,0.10072212
28.0,31.0,32.0,3.640884e-06,0.08051358
28.0,23.0,14.0,3.7072891e-06,0.10098748
28.0,25.0,33.0,1.2333624e-06,0.09018241
28.0,36.0,24.0,5.3275835e-06,0.070876285
28.0,36.0,3.0,0.0,0.09994654
28.0,31.0,8.0,5.4738475e-06,0.10032497
28.0,46.0,16.0,0.0,0.08570303
28.0,16.0,17.0,1.5426864e-06,0.10123126
28.0,10.0,11.0,1.9717763e-06,0.059950214
28.0,28.0,5.0,3.4869675e-08,0.1006041
28.0,28.0,9.0,6.371357e-06,0.10056363
28.0,2.0,23.0,0.0,0.0731986
28.0,21.0,34.0,1.4348453e-06,0.094717845
28.0,8.0,45.0,3.2712006e-09,0.08494054
28.0,36.0,29.0,2.0136486e-06,0.08627896
28.0,12.0,34.0,3.0705346e-06,0.082290515
28.0,40.0,3.0,7.148359e-10,0.09670006
28.0,2.0,34.0,4.7003755e-11,0.08367036
28.0,27.0,45.0,7.155631e-09,0.08622809
28.0,45.0,11.0,4.21203e-09,0.08360784
28.0,44.0,16.0,1.3051908e-07,0.09504376
28.0,46.0,49.0,0.0,0.1081488
28.0,30.0,47.0,0.0,0.08496402
28.0,26.0,48.0,0.0,0.08560111
28.0,37.0,49.0,0.0,0.09349628
28.0,22.0,3.0,9.734078e-10,0.10111241
28.0,30.0,43.0,1.0219828e-06,0.08523728
28.0,11.0,4.0,6.7628424e-11,0.067386135
28.0,24.0,2.0,2.4078087e-11,0.10086922
28.0,24.0,48.0,0.0,0.087723896
28.0,49.0,30.0,0.0,0.11049418
28.0,46.0,2.0,0.0,0.09688084
28.0,24.0,41.0,3.0202276e-07,0.08587788
28.0,20.0,44.0,4.8378872e-08,0.085727975
28.0,7.0,46.0,4.054525e-10,0.08470915
28.0,12.0,46.0,1.4534547e-10,0.09748839
28.0,47.0,42.0,0.0,0.10886471
28.0,46.0,11.0,0.0,0.08525972
28.0,1.0,45.0,0.0,0.08483063
28.0,3.0,41.0,7.662608e-10,0.08479039
28.0,45.0,6.0,2.53198e-09,0.099591956
28.0,49.0,7.0,0.0,0.038235586
28.0,17.0,3.0,2.4398517e-10,0.09842454
28.0,5.0,25.0,2.7710792e-08,0.06790273
28.0,44.0,23.0,9.6750135e-08,0.09674083
28.0,22.0,48.0,0.0,0.09156521
28.0,5.0,29.0,6.56931e-09,0.10084616
28.0,48.0,5.0,0.0,0.097316965
28.0,16.0,3.0,7.59579e-10,0.0924183
28.0,1.0,49.0,0.0,0.08416192
28.0,14.0,49.0,0.0,0.10414581
28.0,48.0,13.0,0.0,0.066395745
28.0,1.0,2.0,0.0,0.12549613
28.0,38.0,48.0,3.1953544e-13,0.09612475
28.0,33.0,43.0,2.1632418e-07,0.085712746
28.0,2.0,20.0,0.0,0.08575408
28.0,43.0,19.0,1.3271465e-06,0.0968575
28.0,46.0,42.0,3.366454e-10,0.100284085
28.0,7.0,14.0,6.9825123e-06,0.06297861
28.0,20.0,49.0,0.0,0.0942121
28.0,47.0,17.0,0.0,0.075364456
28.0,48.0,33.0,0.0,0.10821043
28.0,6.0,29.0,5.4954775e-08,0.1080185
28.0,29.0,36.0,2.0068546e-06,0.08602528
28.0,11.0,14.0,4.18038e-06,0.087618575
28.0,36.0,10.0,2.3626772e-06,0.100896105
28.0,40.0,27.0,2.663078e-06,0.09308411
28.0,6.0,26.0,2.047091e-07,0.089608595
28.0,21.0,25.0,2.0920054e-06,0.08427565
28.0,49.0,44.0,0.0,0.11084686
28.0,24.0,21.0,2.8951808e-06,0.08935337
28.0,40.0,33.0,2.3653563e-06,0.095927134
28.0,22.0,15.0,2.9359271e-06,0.10113905
28.0,18.0,32.0,1.9630047e-06,0.08490227
28.0,44.0,7.0,1.01600676e-07,0.09137915
28.0,2.0,9.0,0.0,0.10817419
28.0,8.0,36.0,3.3388833e-06,0.08298753
28.0,25.0,19.0,2.4447963e-06,0.09665285
28.0,20.0,2.0,0.0,0.10157125
28.0,36.0,37.0,2.6803416e-06,0.08760817
28.0,33.0,6.0,5.166088e-07,0.100098655
28.0,43.0,23.0,8.830688e-07,0.09897508
28.0,35.0,12.0,1.4905055e-06,0.09960286
28.0,42.0,44.0,9.9804865e-08,0.09127258
28.0,2.0,15.0,0.0,0.09956233
28.0,36.0,41.0,3.036674e-06,0.08854298
28.0,17.0,13.0,2.2445513e-06,0.10123788
28.0,41.0,10.0,3.139207e-06,0.0830348
28.0,24.0,31.0,2.523574e-06,0.09486662
28.0,14.0,11.0,3.384701e-06,0.0992655
28.0,41.0,11.0,2.4113222e-06,0.07578926
28.0,11.0,1.0,0.0,0.08226435
28.0,14.0,13.0,8.241049e-06,0.10081361
28.0,14.0,17.0,1.984011e-06,0.10145216
28.0,48.0,20.0,0.0,0.085469946
28.0,34.0,14.0,2.175149e-06,0.09425692
28.0,34.0,12.0,1.5041092e-06,0.10196333
28.0,5.0,44.0,1.87373e-09,0.08312945
28.0,38.0,17.0,1.996892e-06,0.06168459
28.0,30.0,24.0,2.1700462e-06,0.08972584
28.0,25.0,26.0,1.0424202e-06,0.08876233
28.0,28.0,32.0,4.0953128e-06,0.072545156
28.0,14.0,20.0,1.8945865e-06,0.10177164
28.0,31.0,25.0,1.9054534e-06,0.07993685
28.0,34.0,22.0,3.065605e-06,0.068875596
28.0,20.0,37.0,3.2662347e-06,0.09834485
28.0,29.0,31.0,2.3882471e-06,0.07044731
28.0,12.0,26.0,2.6245862e-06,0.10542409
28.0,11.0,19.0,2.0946172e-06,0.09996371
28.0,48.0,41.0,0.0,0.11094527
28.0,2.0,34.0,4.7003755e-11,0.08367036
28.0,21.0,9.0,2.1427952e-06,0.10086982
28.0,44.0,27.0,1.272897e-08,0.093566135
28.0,44.0,20.0,1.3003543e-07,0.09782882
28.0,4.0,38.0,1.0877662e-08,0.08530156
28.0,37.0,20.0,1.2181263e-06,0.059068363
28.0,4.0,2.0,0.0,0.124535844
28.0,18.0,37.0,1.6698542e-06,0.093332395
28.0,24.0,7.0,2.034625e-06,0.100700185
28.0,37.0,13.0,2.3948298e-06,0.089696035
28.0,26.0,13.0,2.59427e-06,0.101220414
28.0,35.0,30.0,1.1161361e-06,0.08587514
28.0,17.0,37.0,2.5121117e-06,0.09047465
28.0,39.0,26.0,2.927452e-06,0.08977647
28.0,16.0,42.0,1.2725116e-06,0.10000704
28.0,23.0,46.0,0.0,0.09147911
28.0,22.0,26.0,1.3709013e-06,0.08456169
28.0,28.0,27.0,3.5423043e-06,0.09134476
28.0,13.0,23.0,1.28565e-06,0.10402046
28.0,41.0,15.0,3.2715545e-06,0.062054615
28.0,31.0,2.0,3.288207e-11,0.10059349
28.0,20.0,17.0,3.1484694e-06,0.10157226
28.0,27.0,17.0,3.941559e-06,0.100918695
28.0,3.0,35.0,0.0,0.08732371
28.0,14.0,38.0,3.0116978e-06,0.08574931
28.0,29.0,14.0,1.5588737e-06,0.104185745
28.0,44.0,28.0,9.582086e-09,0.09249969
28.0,28.0,12.0,4.2756733e-06,0.10120635
28.0,34.0,33.0,1.5108943e-06,0.08625506
28.0,36.0,30.0,1.4798834e-06,0.08669175
28.0,39.0,45.0,8.46144e-09,0.09787001
28.0,8.0,4.0,2.304593e-09,0.09499125
28.0,45.0,14.0,3.1097154e-09,0.092493996
28.0,20.0,20.0,3.4995446e-06,0.104894385
28.0,6.0,1.0,0.0,0.12049596
28.0,25.0,32.0,1.1405705e-06,0.09314971
28.0,21.0,40.0,3.2685025e-06,0.09054099
28.0,26.0,49.0,0.0,0.08527438
28.0,32.0,21.0,3.1078337e-06,0.08831273
28.0,8.0,8.0,2.995814e-06,0.07898472
28.0,1.0,27.0,0.0,0.06617139
28.0,23.0,17.0,2.3143432e-06,0.10360865
28.0,17.0,25.0,2.2852125e-06,0.09127478
28.0,33.0,20.0,3.9183246e-06,0.08662109
28.0,19.0,28.0,3.5644023e-06,0.08334379
28.0,25.0,23.0,2.12751e-06,0.08582209
28.0,42.0,49.0,0.0,0.08427413
28.0,5.0,49.0,0.0,0.08515327
28.0,17.0,29.0,2.074311e-06,0.082837984
28.0,17.0,36.0,2.3671623e-06,0.08853839
28.0,23.0,31.0,8.526071e-06,0.09330432
28.0,24.0,28.0,7.311809e-06,0.089997694
28.0,42.0,42.0,6.8920726e-06,0.09368791
28.0,18.0,40.0,6.555882e-06,0.100244746
28.0,21.0,11.0,6.561262e-06,0.10079466
28.0,33.0,24.0,7.216771e-06,0.0673251
28.0,22.0,16.0,7.410233e-06,0.1016901
28.0,22.0,18.0,8.183195e-06,0.1041718
28.0,30.0,12.0,8.447406e-06,0.102070436
28.0,22.0,41.0,8.06482e-06,0.08232497
28.0,29.0,22.0,7.464963e-06,0.089855656
28.0,19.0,42.0,6.2959375e-06,0.09669916
28.0,36.0,16.0,8.710085e-06,0.08403973
28.0,25.0,34.0,6.4825026e-06,0.08591609
28.0,31.0,41.0,8.644777e-06,0.08537857
28.0,38.0,29.0,8.794686e-06,0.08894692
28.0,8.0,21.0,8.139907e-06,0.086349174
28.0,17.0,26.0,7.2008215e-06,0.08678256
28.0,9.0,7.0,6.93945e-06,0.073513314
28.0,13.0,42.0,6.105467e-06,0.09017514
28.0,10.0,19.0,7.22228e-06,0.09633081
28.0,40.0,9.0,8.202982e-06,0.09368466
28.0,19.0,10.0,6.378699e-06,0.10110329
28.0,37.0,9.0,8.263809e-06,0.09921698
28.0,19.0,21.0,9.342407e-06,0.104808494
28.0,17.0,42.0,7.0473957e-06,0.10199933
28.0,10.0,37.0,9.780471e-06,0.08240788
28.0,8.0,30.0,7.3147357e-06,0.10030417
28.0,14.0,33.0,9.035486e-06,0.08251129
28.0,33.0,9.0,7.39919e-06,0.10007469
28.0,16.0,36.0,8.47261e-06,0.08651619
28.0,31.0,28.0,8.36996e-06,0.067238614
28.0,42.0,25.0,6.2101412e-06,0.09814893
28.0,7.0,27.0,6.082158e-06,0.10350554
28.0,42.0,15.0,7.3517676e-06,0.07182668
28.0,20.0,22.0,9.300215e-06,0.09785877
28.0,37.0,21.0,7.1707345e-06,0.061665993
28.0,7.0,22.0,7.3023607e-06,0.07854973
28.0,27.0,8.0,8.214299e-06,0.10059248
28.0,31.0,16.0,8.393683e-06,0.09340511
28.0,16.0,24.0,7.4264276e-06,0.10167979
28.0,23.0,39.0,9.089676e-06,0.081171855
28.0,13.0,26.0,8.494871e-06,0.102106795
28.0,27.0,7.0,7.2300063e-06,0.100602135
28.0,38.0,9.0,8.195325e-06,0.09843783
28.0,10.0,17.0,8.345406e-06,0.090076074
28.0,13.0,16.0,7.994663e-06,0.10101573
28.0,12.0,10.0,8.498575e-06,0.07941906
28.0,33.0,34.0,8.393349e-06,0.08630611
28.0,31.0,40.0,9.749108e-06,0.08560391
28.0,18.0,8.0,6.431933e-06,0.10145573
28.0,36.0,8.0,8.249611e-06,0.09837888
28.0,20.0,25.0,7.1860377e-06,0.084778234
28.0,22.0,29.0,8.430045e-06,0.08757095
28.0,25.0,18.0,8.445919e-06,0.1022536
28.0,36.0,18.0,7.5009675e-06,0.07379781
28.0,27.0,13.0,8.944337e-06,0.10157423
28.0,16.0,29.0,6.3057505e-06,0.08288662
28.0,28.0,26.0,8.237766e-06,0.09214668
28.0,32.0,42.0,6.4816645e-06,0.085295066
28.0,33.0,11.0,7.4107825e-06,0.102231845
28.0,20.0,19.0,8.378186e-06,0.10383718
28.0,24.0,20.0,6.725846e-06,0.09438424
28.0,15.0,38.0,8.6383325e-06,0.0875539
28.0,14.0,27.0,8.3601435e-06,0.09126346
28.0,9.0,11.0,6.5817994e-06,0.058940094
28.0,15.0,15.0,7.4179916e-06,0.101418
28.0,20.0,38.0,8.4630165e-06,0.099338636
28.0,39.0,33.0,8.534836e-06,0.09279831
28.0,9.0,33.0,6.8677737e-06,0.08423035
28.0,13.0,28.0,8.243009e-06,0.08960752
28.0,22.0,13.0,1.0007218e-05,0.10077153
28.0,11.0,28.0,9.983495e-06,0.09845565
28.0,39.0,25.0,7.6094093e-06,0.08898266
28.0,37.0,35.0,1.020889e-05,0.08871968
28.0,13.0,24.0,7.36117e-06,0.105590746
28.0,12.0,22.0,6.1242463e-06,0.10241847
28.0,28.0,24.0,8.04863e-06,0.09088902
28.0,18.0,14.0,8.067268e-06,0.10101245
28.0,7.0,8.0,7.2075472e-06,0.08796118
28.0,17.0,12.0,7.3203196e-06,0.10131697
28.0,8.0,10.0,7.5080734e-06,0.07018344
28.0,29.0,13.0,8.2386305e-06,0.102809116
28.0,9.0,37.0,8.463021e-06,0.08245252
28.0,19.0,29.0,6.663151e-06,0.083686635
28.0,39.0,36.0,9.299096e-06,0.094130024
28.0,27.0,14.0,7.589551e-06,0.102697775
28.0,23.0,21.0,7.5295898e-06,0.09222935
28.0,33.0,21.0,8.3483665e-06,0.08323948
28.0,36.0,39.0,8.9953355e-06,0.08804987
28.0,33.0,30.0,7.4807376e-06,0.081636354
28.0,7.0,19.0,7.945273e-06,0.061326127
28.0,30.0,28.0,9.311647e-06,0.07302593
28.0,24.0,32.0,6.4790947e-06,0.095521614
28.0,10.0,32.0,6.734356e-06,0.08433144
28.0,26.0,35.0,7.6251913e-06,0.075708136
28.0,21.0,15.0,6.796931e-06,0.10098718
28.0,41.0,38.0,7.185122e-06,0.09960027
28.0,28.0,36.0,7.356963e-06,0.08306305
28.0,32.0,38.0,6.996371e-06,0.08577071
28.0,42.0,11.0,7.1502536e-06,0.0694121
28.0,26.0,17.0,8.7530325e-06,0.10356496
28.0,29.0,41.0,7.416574e-06,0.086534604
28.0,25.0,21.0,7.347955e-06,0.08759247
28.0,21.0,27.0,8.1568905e-06,0.0842347
28.0,21.0,28.0,8.949325e-06,0.08490412
28.0,20.0,16.0,6.802531e-06,0.101123914
28.0,36.0,9.0,8.941397e-06,0.09951238
28.0,39.0,11.0,8.359583e-06,0.08929245
28.0,22.0,30.0,9.314067e-06,0.089174494
28.0,11.0,9.0,7.4154814e-06,0.06155489
28.0,16.0,12.0,8.0503605e-06,0.10144828
28.0,7.0,37.0,8.560626e-06,0.083261475
28.0,19.0,18.0,1.0021956e-05,0.10187803
28.0,7.0,42.0,7.083376e-06,0.08287434
28.0,33.0,35.0,9.241572e-06,0.086163476
28.0,7.0,14.0,6.9825123e-06,0.06297861
28.0,37.0,41.0,8.202675e-06,0.09057103
28.0,42.0,31.0,7.132001e-06,0.09948681
28.0,21.0,22.0,8.387185e-06,0.093749985
28.0,15.0,26.0,8.200711e-06,0.09320061
28.0,10.0,15.0,8.198578e-06,0.08012168
28.0,20.0,39.0,8.171448e-06,0.09902297
28.0,33.0,22.0,7.3986103e-06,0.07833831
28.0,35.0,38.0,8.332574e-06,0.08663042
28.0,14.0,26.0,9.11749e-06,0.09767829
28.0,34.0,20.0,7.5208427e-06,0.08033316
28.0,31.0,17.0,8.193747e-06,0.09048872
28.0,35.0,8.0,9.0160775e-06,0.09900604
28.0,13.0,11.0,7.655482e-06,0.09455226
28.0,27.0,36.0,8.269371e-06,0.0787736
28.0,38.0,23.0,7.470653e-06,0.08000855
28.0,8.0,32.0,7.570617e-06,0.08861248
28.0,31.0,29.0,8.234546e-06,0.06794797
28.0,42.0,20.0,8.010889e-06,0.09421943
28.0,24.0,12.0,9.316939e-06,0.10072993
28.0,35.0,33.0,7.227065e-06,0.08641486
28.0,34.0,41.0,7.0121746e-06,0.0861574
28.0,15.0,22.0,7.4086956e-06,0.104000434
28.0,38.0,36.0,9.6129625e-06,0.09124641
28.0,42.0,41.0,6.9120465e-06,0.09475313
28.0,16.0,33.0,8.0123145e-06,0.08361398
28.0,14.0,21.0,6.558534e-06,0.102278695
28.0,35.0,10.0,7.3256156e-06,0.10115324
28.0,21.0,31.0,7.5316584e-06,0.08872639
28.0,7.0,32.0,7.0800525e-06,0.092219815
28.0,41.0,32.0,7.167268e-06,0.09838812
28.0,41.0,27.0,6.525277e-06,0.09624745
28.0,42.0,18.0,7.4678283e-06,0.08879624
28.0,29.0,12.0,9.080808e-06,0.101557896
28.0,9.0,24.0,7.140073e-06,0.101514146
28.0,28.0,13.0,8.456476e-06,0.102102324
28.0,40.0,24.0,7.432637e-06,0.09116955
28.0,38.0,10.0,8.3609975e-06,0.09740339
28.0,40.0,35.0,8.367971e-06,0.09682448
28.0,27.0,33.0,9.05891e-06,0.07513617
28.0,38.0,34.0,1.0481704e-05,0.090505466
28.0,35.0,27.0,8.86403e-06,0.07957761
28.0,21.0,21.0,9.861196e-06,0.10004388
28.0,11.0,29.0,8.674296e-06,0.09186159
28.0,29.0,29.0,8.698761e-06,0.07658981
28.0,29.0,28.0,1.0164041e-05,0.0817741
28.0,16.0,7.0,7.881793e-06,0.10019182
28.0,27.0,21.0,7.3088922e-06,0.08698206
28.0,25.0,8.0,7.920608e-06,0.100645885
28.0,17.0,30.0,6.295875e-06,0.082910165
28.0,37.0,37.0,7.892169e-06,0.08928777
28.0,7.0,9.0,8.036698e-06,0.084154055
28.0,38.0,39.0,9.0992435e-06,0.09242372
28.0,27.0,24.0,8.222024e-06,0.08942728
28.0,19.0,14.0,7.38147e-06,0.10090469
28.0,33.0,13.0,7.295869e-06,0.10128187
28.0,28.0,29.0,1.0228556e-05,0.08515786
28.0,32.0,12.0,7.607397e-06,0.10324423
28.0,11.0,41.0,6.265276e-06,0.0847982
28.0,20.0,13.0,7.387782e-06,0.10083394
28.0,34.0,16.0,7.5097446e-06,0.08991985
28.0,21.0,36.0,8.218836e-06,0.09802084
28.0,34.0,24.0,7.143781e-06,0.062467914
28.0,25.0,7.0,7.196675e-06,0.10065876
28.0,26.0,38.0,8.097431e-06,0.08252786
28.0,41.0,12.0,7.3413507e-06,0.06865047
28.0,42.0,10.0,7.2232565e-06,0.07638429
28.0,8.0,20.0,8.068564e-06,0.080933794
28.0,32.0,34.0,9.228886e-06,0.086422816
28.0,17.0,33.0,7.986649e-06,0.08461206
28.0,22.0,36.0,9.007911e-06,0.09694789
28.0,37.0,17.0,7.67803e-06,0.07045971
28.0,23.0,13.0,9.823771e-06,0.10079686
28.0,29.0,9.0,7.495483e-06,0.10052167
28.0,33.0,8.0,8.343131e-06,0.099887535
28.0,38.0,33.0,1.03288685e-05,0.09015782
28.0,34.0,8.0,9.103203e-06,0.0995128
28.0,19.0,32.0,6.492738e-06,0.086370096
28.0,28.0,33.0,9.3111075e-06,0.072430655
28.0,10.0,12.0,6.4754868e-06,0.063363776
28.0,35.0,14.0,7.4077343e-06,0.09212224
28.0,32.0,29.0,8.4028015e-06,0.07183902
28.0,11.0,27.0,8.586655e-06,0.104633495
28.0,9.0,28.0,7.400111e-06,0.10733937
28.0,35.0,41.0,7.232442e-06,0.087110505
28.0,26.0,24.0,7.9124975e-06,0.08778368
28.0,33.0,14.0,7.354396e-06,0.096904024
28.0,41.0,13.0,7.835138e-06,0.06306754
28.0,41.0,14.0,7.3870538e-06,0.060616236
28.0,7.0,18.0,7.011702e-06,0.058057707
28.0,26.0,23.0,7.418199e-06,0.086793825
28.0,33.0,29.0,8.763974e-06,0.077638134
28.0,24.0,23.0,7.092319e-06,0.08538829
28.0,15.0,20.0,6.9346693e-06,0.1018918
28.0,10.0,36.0,7.735304e-06,0.082353935
28.0,36.0,22.0,8.905337e-06,0.061104577
28.0,22.0,21.0,8.304151e-06,0.096022114
28.0,38.0,41.0,7.626171e-06,0.093235716
28.0,40.0,26.0,6.7427995e-06,0.09257196
28.0,28.0,23.0,7.4436525e-06,0.08967976
28.0,16.0,9.0,7.567165e-06,0.10119335
28.0,12.0,33.0,7.647572e-06,0.082349405
28.0,18.0,33.0,7.360457e-06,0.08599417
28.0,9.0,30.0,8.878865e-06,0.094891116
28.0,32.0,20.0,7.701429e-06,0.08945601
28.0,19.0,22.0,9.151698e-06,0.10170792
28.0,38.0,32.0,9.250755e-06,0.089830115
28.0,13.0,33.0,9.120262e-06,0.082319304
28.0,16.0,19.0,7.809305e-06,0.10159014
28.0,23.0,38.0,8.324863e-06,0.083986446
28.0,25.0,13.0,8.265524e-06,0.100998744
28.0,13.0,9.0,8.693567e-06,0.087022945
28.0,10.0,27.0,8.557784e-06,0.10738139
28.0,27.0,39.0,8.146656e-06,0.088085935
28.0,34.0,21.0,8.1967655e-06,0.07477246
28.0,17.0,10.0,6.606458e-06,0.101455376
28.0,37.0,34.0,9.705719e-06,0.08846544
28.0,37.0,22.0,8.236038e-06,0.06678443
28.0,38.0,26.0,8.185749e-06,0.087336585
28.0,31.0,21.0,7.5438174e-06,0.0901358
28.0,27.0,32.0,7.632437e-06,0.07891403
28.0,31.0,39.0,7.893325e-06,0.085908696
28.0,19.0,38.0,8.207361e-06,0.09839521
28.0,30.0,21.0,8.184088e-06,0.089934334
28.0,20.0,34.0,7.0401456e-06,0.09213053
28.0,27.0,29.0,1.004642e-05,0.09128569
28.0,41.0,37.0,8.152982e-06,0.099549755
28.0,38.0,28.0,7.5194253e-06,0.088610634
28.0,40.0,23.0,7.9535075e-06,0.08997606
28.0,24.0,11.0,8.325549e-06,0.100677595
28.0,39.0,12.0,8.0084155e-06,0.08404325
28.0,41.0,9.0,7.4477744e-06,0.08931099
28.0,12.0,18.0,7.260848e-06,0.100861534
28.0,34.0,11.0,7.203373e-06,0.1024317
28.0,14.0,32.0,8.43523e-06,0.082386896
28.0,27.0,30.0,8.548879e-06,0.08821909
28.0,12.0,35.0,8.104113e-06,0.082394525
28.0,21.0,41.0,8.080434e-06,0.086701855
28.0,23.0,7.0,7.304524e-06,0.10076122
28.0,14.0,39.0,7.434506e-06,0.08709149
28.0,23.0,25.0,6.3608204e-06,0.084930226
28.0,14.0,37.0,7.5709063e-06,0.08469246
28.0,11.0,18.0,8.246123e-06,0.098838314
28.0,33.0,32.0,6.7616274e-06,0.08566712
28.0,13.0,32.0,9.209254e-06,0.08239411
28.0,18.0,17.0,9.925499e-06,0.10117327
28.0,31.0,11.0,7.4931254e-06,0.101357624
28.0,18.0,21.0,8.436266e-06,0.104873165
28.0,9.0,31.0,7.766458e-06,0.089375004
28.0,39.0,35.0,1.0246174e-05,0.09368275
28.0,28.0,34.0,8.570313e-06,0.07500021
28.0,24.0,13.0,9.323124e-06,0.10086708
28.0,30.0,25.0,6.6175094e-06,0.08732425
28.0,22.0,17.0,8.035986e-06,0.10272406
28.0,13.0,10.0,9.893548e-06,0.09126322
28.0,31.0,7.0,8.641237e-06,0.10036461
28.0,16.0,38.0,9.161939e-06,0.0898969
28.0,33.0,28.0,7.5916023e-06,0.07263009
28.0,18.0,24.0,7.3294154e-06,0.093330726
28.0,30.0,7.0,8.049113e-06,0.100466594
28.0,22.0,14.0,8.077505e-06,0.10088061
28.0,28.0,17.0,7.4010595e-06,0.09741275
28.0,32.0,33.0,8.482459e-06,0.08572756
28.0,17.0,17.0,8.457994e-06,0.101158604
28.0,15.0,10.0,8.505077e-06,0.1005498
28.0,13.0,35.0,7.3906645e-06,0.08270447
28.0,42.0,7.0,7.0076812e-06,0.092270896
28.0,17.0,41.0,7.4097743e-06,0.100246
28.0,12.0,14.0,7.236454e-06,0.09600018
28.0,16.0,37.0,9.297153e-06,0.088037714
28.0,36.0,38.0,8.482828e-06,0.087820634
28.0,20.0,24.0,7.3357564e-06,0.08717148
28.0,42.0,30.0,7.183946e-06,0.09942673
28.0,26.0,29.0,8.379825e-06,0.09377436
28.0,27.0,28.0,8.507962e-06,0.09274529
28.0,21.0,20.0,7.709208e-06,0.10424577
28.0,26.0,15.0,6.9444823e-06,0.103323326
28.0,8.0,22.0,8.068666e-06,0.09090839
28.0,10.0,30.0,8.547839e-06,0.09045188
28.0,14.0,14.0,8.343303e-06,0.10116093
28.0,21.0,42.0,7.189489e-06,0.08433871
28.0,39.0,39.0,8.3599e-06,0.09545855
28.0,7.0,41.0,7.82661e-06,0.08275728
28.0,30.0,40.0,8.574975e-06,0.08616857
28.0,17.0,15.0,6.6915572e-06,0.101116166
28.0,28.0,30.0,9.170362e-06,0.080222115
28.0,29.0,33.0,8.559504e-06,0.07507764
28.0,26.0,18.0,9.798409e-06,0.09889178
28.0,30.0,32.0,7.82696e-06,0.07545094
28.0,8.0,41.0,7.91679e-06,0.08282255
28.0,14.0,8.0,7.6208526e-06,0.09282355
28.0,39.0,10.0,9.11332e-06,0.09391247
28.0,27.0,35.0,9.115569e-06,0.07529728
28.0,27.0,34.0,9.2724695e-06,0.073805556
