timestep,X,Y,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6
0,0,0,0.0,0.0,0.0,0.0,0.0,1.665432547748273e-08
0,0,1,0.0,0.0,0.0,0.0,5.057948994062725e-08,1.645064294721945e-07
0,0,2,0.0,0.0,0.0,0.0,0.0,2.663366001360665e-07
0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
0,0,4,0.0,0.0,0.0,0.0,0.0,8.544858927032942e-08
0,0,5,0.0,0.0,0.0,0.0,0.0,5.784178266530605e-08
0,0,6,0.0,0.0,0.0,0.0,0.0,7.648419989277341e-08
0,0,7,0.0,0.0,0.0,0.0,0.0,1.8002724365017154e-07
0,0,8,0.0,0.0,2.114280588476059e-10,0.0,0.0,0.0
0,0,9,0.0,0.0,0.0,0.0,0.0,6.772259888321274e-08
0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
0,0,11,0.0,0.0,0.0,0.0,0.0,2.9072323267286595e-07
0,0,12,0.0,0.0,0.0,0.0,9.586791155826985e-09,1.129750087518798e-07
0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
0,0,14,0.0,0.0,0.0,0.0,0.0,5.634360785812291e-08
0,0,15,0.0,0.0,0.0,6.218754800564199e-09,0.0,0.0
0,0,16,0.0,3.667577642921473e-08,0.0,0.0,0.0,0.0
0,0,17,0.0,0.0,0.0,0.0,0.0,4.599672542895296e-08
0,0,18,0.0,0.0,0.0,0.0,0.0,1.2746604425710561e-07
0,0,19,0.0,0.0,0.0,0.0,0.0,0.0
0,0,20,0.0,0.0,0.0,0.0,0.0,0.0
0,0,21,0.0,0.0,0.0,0.0,0.0,2.202545710996579e-07
0,0,22,0.0,0.0,0.0,8.521024651003075e-09,1.501206110877213e-08,1.4787167492406953e-07
0,0,23,0.0,0.0,0.0,0.0,0.0,0.0
0,0,24,0.0,0.0,0.0,0.0,0.0,0.0
0,0,25,0.0,0.0,0.0,0.0,0.0,0.0
0,0,26,0.0,0.0,0.0,0.0,0.0,0.0
0,0,27,0.0,0.0,4.310248250137263e-08,8.966140113235157e-09,0.0,3.1364003990131455e-07
0,0,28,0.0,0.0,0.0,0.0,0.0,1.566085295245006e-07
0,0,29,0.0,0.0,0.0,0.0,0.0,0.0
0,0,30,0.0,0.0,0.0,0.0,0.0,1.305307082902645e-07
0,0,31,0.0,0.0,0.0,0.0,0.0,0.0
0,0,32,0.0,0.0,0.0,0.0,0.0,3.874805562533668e-07
0,0,33,0.0,0.0,0.0,0.0,0.0,0.0
0,0,34,0.0,0.0,0.0,0.0,0.0,8.543490412953439e-08
0,0,35,0.0,0.0,0.0,0.0,0.0,1.1517493088863389e-07
0,0,36,0.0,3.0648947996118546e-08,0.0,0.0,4.89463539789604e-08,1.1553891239194561e-07
0,0,37,0.0,1.616424716894986e-09,0.0,0.0,0.0,0.0
0,0,38,0.0,0.0,0.0,0.0,0.0,0.0
0,0,39,0.0,0.0,0.0,0.0,0.0,0.0
0,0,40,0.0,0.0,0.0,0.0,0.0,0.0
0,0,41,0.0,0.0,0.0,0.0,0.0,0.0
0,0,42,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43,0.0,0.0,0.0,0.0,0.0,0.0
0,0,44,0.0,0.0,0.0,0.0,2.102768847094214e-08,9.357112591623236e-08
0,0,45,0.0,3.3320324296604e-08,0.0,0.0,5.777916997652987e-08,2.7406585946714484e-07
0,0,46,0.0,0.0,0.0,0.0,0.0,0.0
0,0,47,0.0,4.5317197127350035e-08,0.0,0.0,7.020152102144411e-08,0.0
0,0,48,0.0,0.0,0.0,0.0,0.0,6.151179315998837e-08
0,0,49,0.0,5.276068602815003e-08,0.0,0.0,0.0,3.173689354888409e-07
0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0.0,0.0,6.486664735925676e-09,0.0,0.0,0.0
0,1,2,0.0,0.0,2.599078897520413e-08,4.9213285742878024e-09,9.466735605898555e-09,0.0
0,1,3,0.0,0.0,0.0,0.0,0.0,1.2230703138020436e-07
0,1,4,0.0,0.0,0.0,0.0,0.0,2.389216895209589e-07
0,1,5,0.0,0.0,0.0,0.0,0.0,9.6284114510761e-08
0,1,6,0.0,0.0,0.0,0.0,0.0,4.0020421776110815e-08
0,1,7,0.0,0.0,0.0,0.0,0.0,1.8836144499376928e-07
0,1,8,0.0,0.0,0.0,0.0,0.0,2.5363001109377593e-07
0,1,9,0.0,0.0,0.0,0.0,0.0,3.4078043037742304e-07
0,1,10,0.0,0.0,0.0,0.0,0.0,1.8387037208673704e-07
0,1,11,0.0,0.0,0.0,0.0,0.0,8.844075620845354e-08
0,1,12,0.0,2.4155651871562068e-08,0.0,0.0,0.0,3.0600552974676003e-07
0,1,13,0.0,0.0,0.0,0.0,0.0,2.741141501419923e-07
0,1,14,0.0,0.0,0.0,0.0,0.0,0.0
0,1,15,0.0,0.0,0.0,0.0,0.0,0.0
0,1,16,0.0,1.9464763301527275e-08,0.0,0.0,0.0,5.122325670905097e-08
0,1,17,0.0,0.0,0.0,0.0,0.0,0.0
0,1,18,0.0,0.0,0.0,0.0,0.0,0.0
0,1,19,0.0,0.0,0.0,0.0,0.0,0.0
0,1,20,0.0,0.0,0.0,0.0,0.0,0.0
0,1,21,0.0,0.0,0.0,0.0,0.0,9.006993572749493e-08
0,1,22,0.0,0.0,0.0,0.0,0.0,0.0
0,1,23,0.0,0.0,0.0,7.363471941407182e-09,6.413426102582911e-08,8.107221077128629e-08
0,1,24,0.0,0.0,0.0,0.0,0.0,0.0
0,1,25,0.0,0.0,0.0,0.0,0.0,0.0
0,1,26,0.0,0.0,0.0,0.0,0.0,2.0445380052310486e-07
0,1,27,0.0,0.0,0.0,0.0,0.0,0.0
0,1,28,0.0,1.8638760601956632e-08,3.201117678937823e-08,0.0,0.0,0.0
0,1,29,0.0,0.0,0.0,0.0,0.0,0.0
0,1,30,0.0,0.0,0.0,0.0,0.0,7.316569682276529e-08
0,1,31,0.0,0.0,0.0,0.0,0.0,1.9116015873068867e-07
0,1,32,0.0,0.0,0.0,0.0,0.0,0.0
0,1,33,0.0,0.0,0.0,0.0,0.0,8.116074837688458e-08
0,1,34,0.0,0.0,0.0,0.0,0.0,0.0
0,1,35,0.0,0.0,0.0,8.498268688431455e-09,1.980324579059236e-08,3.9455089539621413e-07
0,1,36,0.0,0.0,0.0,0.0,0.0,3.4559436289922554e-07
0,1,37,0.0,0.0,0.0,0.0,0.0,1.4388532803836235e-07
0,1,38,0.0,0.0,0.0,0.0,0.0,1.1791614532055238e-07
0,1,39,0.0,0.0,0.0,0.0,3.78503702599413e-08,0.0
0,1,40,0.0,0.0,0.0,0.0,0.0,0.0
0,1,41,0.0,4.5774336572297227e-08,0.0,0.0,0.0,1.3225566802489134e-07
0,1,42,0.0,3.8565751556773404e-08,0.0,0.0,0.0,7.4095034208827e-08
0,1,43,0.0,0.0,0.0,0.0,0.0,3.1165377544107414e-07
0,1,44,0.0,2.1706067000629346e-08,0.0,0.0,0.0,8.636022598571546e-08
0,1,45,0.0,0.0,0.0,0.0,0.0,0.0
0,1,46,0.0,0.0,0.0,0.0,0.0,9.663658429475968e-08
0,1,47,0.0,0.0,0.0,0.0,0.0,0.0
0,1,48,0.0,0.0,0.0,0.0,0.0,1.4116970260812235e-07
0,1,49,0.0,0.0,0.0,7.463598993788331e-09,0.0,1.4338660981983845e-07
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0.0,0.0,0.0,0.0,0.0,3.566992647736537e-08
0,2,3,0.0,0.0,0.0,0.0,0.0,0.0
0,2,4,0.0,0.0,0.0,0.0,0.0,9.810110830145625e-08
0,2,5,0.0,0.0,0.0,0.0,0.0,0.0
0,2,6,0.0,0.0,8.723511632494979e-09,0.0,0.0,2.4393100867379945e-07
0,2,7,0.0,0.0,0.0,0.0,0.0,0.0
0,2,8,0.0,0.0,0.0,0.0,9.311620887728313e-08,0.0
0,2,9,0.0,0.0,0.0,0.0,0.0,0.0
0,2,10,0.0,0.0,0.0,0.0,0.0,5.515749126213359e-08
0,2,11,0.0,0.0,0.0,0.0,0.0,4.6514214410563665e-07
0,2,12,0.0,0.0,0.0,0.0,5.155672392797077e-08,1.3159003266908767e-07
0,2,13,0.0,0.0,0.0,0.0,0.0,3.263965952829224e-08
0,2,14,0.0,2.997252629815883e-08,0.0,0.0,4.9024199293219205e-08,0.0
0,2,15,0.0,0.0,0.0,0.0,0.0,0.0
0,2,16,0.0,0.0,0.0,0.0,0.0,3.158316638555086e-07
0,2,17,0.0,0.0,0.0,0.0,0.0,1.380525724049431e-07
0,2,18,0.0,2.6318395001268367e-09,0.0,0.0,0.0,1.3357738849070573e-07
0,2,19,0.0,0.0,0.0,0.0,0.0,0.0
0,2,20,0.0,0.0,0.0,0.0,0.0,3.248622470174633e-07
0,2,21,0.0,0.0,0.0,0.0,0.0,3.241830850272962e-07
0,2,22,0.0,0.0,0.0,0.0,0.0,9.580040052143456e-08
0,2,23,0.0,0.0,0.0,0.0,0.0,2.50290585681701e-07
0,2,24,0.0,0.0,0.0,0.0,0.0,0.0
0,2,25,0.0,0.0,0.0,0.0,0.0,1.4139538556913194e-07
0,2,26,0.0,0.0,0.0,0.0,3.271159625575792e-08,1.7103106783506503e-07
0,2,27,0.0,0.0,0.0,0.0,6.570289928778214e-08,2.3740910352285203e-07
0,2,28,0.0,0.0,0.0,0.0,0.0,7.808345158938524e-08
0,2,29,0.0,0.0,0.0,0.0,0.0,0.0
