mcsteps,xCOM,yCOM,zCOM,il8,il1,il6,il10,tnf,tgf
430000,13,21,0,1.1068871e-05,2.1957611e-11,3.7614635e-32,2.5812e-41,7.918371e-17,1.5309066e-21
430000,31,37,0,1.1075353e-05,1.3740251e-08,1.8514789e-38,0.0,3.926283e-10,1.5475856e-19
430000,23,31,0,1.2961676e-05,7.023127e-08,1.99618e-40,0.0,1.4840611e-09,3.483466e-32
430000,37,22,0,1.0287087e-05,1.2832248e-07,1.4495415e-30,1.0059e-39,3.2542409e-09,1.0226422e-19
430000,14,39,0,1.0827633e-05,2.708156e-11,7.4920775e-29,1.565837e-36,1.05648567e-16,3.9166682e-16
430000,22,15,0,1.0016504e-05,2.8232432e-11,6.56165e-39,0.0,1.4228587e-16,8.787943e-28
430000,37,31,0,8.746258e-06,8.950958e-09,4.441208e-28,1.8139745e-36,3.118623e-12,1.2325621e-16
430000,39,24,0,1.1042744e-05,5.998516e-09,3.3183392e-21,2.714396e-27,2.3127073e-12,1.473426e-13
430000,32,34,0,1.11206045e-05,7.791914e-09,3.1e-44,0.0,2.9388367e-12,1.197207e-25
430000,36,36,0,1.3729828e-05,6.2037784e-09,1.143437e-30,7.8893e-40,2.3089575e-12,1.8223365e-19
430000,40,26,0,1.1428296e-05,7.5141976e-11,7.745838e-15,1.2671288e-18,3.9978605e-16,3.103121e-11
430000,23,29,0,1.3006813e-05,4.358832e-10,0.0,0.0,5.43118e-14,1.7709715e-37
430000,14,33,0,1.1567575e-05,1.16899495e-08,2.0856706e-36,0.0,4.257439e-12,7.0208486e-28
430000,27,41,0,8.7031e-06,4.063983e-08,4.612253e-22,5.397419e-27,1.12619e-09,4.534004e-11
430000,41,19,0,1.137586e-05,2.0805064e-11,1.2744483e-19,6.1009807e-25,9.2915736e-17,3.598389e-11
430000,19,30,0,1.1225281e-05,2.613228e-09,6.8e-43,0.0,9.474737e-13,9.23176e-33
430000,29,20,0,1.0472879e-05,7.709704e-09,0.0,0.0,2.390481e-12,1.1611787e-37
430000,41,37,0,1.1790584e-05,1.662179e-07,7.496303e-19,6.6483133e-23,4.0351087e-09,2.196078e-12
430000,10,34,0,8.878265e-06,2.1421215e-07,6.692315e-23,1.0587025e-27,5.6837073e-09,8.4889116e-19
430000,19,9,0,1.0114706e-05,1.1756981e-12,1.8772473e-18,5.1058047e-23,6.775688e-20,6.958363e-14
430000,39,26,0,1.1132792e-05,5.793e-12,3.8446746e-17,1.0766869e-21,4.2573433e-19,5.863125e-13
430000,9,10,0,9.735065e-06,4.7286854e-13,2.1051315e-17,5.8655335e-22,2.3014848e-20,6.1228713e-15
430000,23,9,0,1.2823011e-05,2.1888368e-07,8.58797e-25,1.1816963e-31,5.483414e-09,1.9209454e-14
430000,37,12,0,1.0015019e-05,5.540743e-08,1.161082e-26,2.7865567e-34,1.3103659e-09,1.2524737e-19
430000,33,38,0,1.0668508e-05,1.1608408e-09,1.5172363e-31,1.02024e-40,4.1206443e-13,3.6778878e-18
430000,27,36,0,9.401589e-06,2.429191e-09,1.6928777e-35,1e-45,7.304832e-13,1.4947444e-20
430000,38,8,0,1.0854125e-05,5.6597724e-08,2.4053076e-15,3.9560352e-19,1.5539559e-09,1.25509e-11
430000,34,33,0,1.1979943e-05,6.9114785e-09,2.86343e-40,0.0,2.490065e-12,9.9028966e-23
430000,24,14,0,1.233958e-05,3.156422e-11,2.067132e-39,0.0,6.6080435e-17,1.6009995e-23
430000,32,20,0,1.0938824e-05,2.1721153e-08,4e-45,0.0,4.1913578e-10,6.49062e-31
430000,16,18,0,1.3863629e-05,2.9213565e-09,2.726587e-38,0.0,1.0849573e-12,1.314278e-27
430000,20,13,0,1.1140054e-05,7.923549e-11,2.1422456e-31,8.10571e-40,4.2669446e-16,5.999456e-23
430000,17,26,0,1.1195278e-05,1.02645764e-07,3.0860727e-37,0.0,1.7347274e-09,7.4624246e-33
430000,42,37,0,1.2030854e-05,5.3689413e-09,6.3749494e-16,5.678593e-19,1.8100685e-12,2.2315079e-10
430000,7,16,0,1.1094821e-05,1.1682367e-07,2.3267022e-19,1.0913475e-24,2.219926e-09,1.9673808e-10
430000,31,36,0,9.527275e-06,1.1374097e-09,4.3435e-41,0.0,4.119697e-13,1.0695559e-21
430000,15,23,0,1.080713e-05,6.6915355e-11,4.526397e-38,0.0,2.8947692e-16,2.4873319e-24
430000,16,13,0,9.690921e-06,3.177122e-09,2.1255197e-31,8.09432e-40,5.0515363e-11,3.5556865e-17
430000,32,15,0,8.961255e-06,1.2152765e-07,3.9297876e-36,0.0,3.2999525e-09,6.6702817e-28
430000,32,29,0,9.768314e-06,9.161791e-08,9.646457e-37,0.0,2.230187e-09,1.601836e-28
430000,10,13,0,1.1142803e-05,8.0026746e-10,8.82342e-22,7.1922655e-28,1.7863169e-13,1.0024722e-17
430000,16,23,0,1.3495715e-05,6.2753364e-10,1.1173e-40,0.0,5.3109894e-14,1.4648978e-26
430000,35,40,0,1.1192541e-05,5.2323102e-08,9.231239e-23,6.456251e-29,1.3796346e-09,7.457253e-13
430000,11,11,0,1.1491187e-05,1.1358833e-08,1.34481505e-20,6.40567e-26,2.5997635e-10,5.236058e-18
430000,24,13,0,1.13771985e-05,3.7344694e-10,9.621177e-37,0.0,1.8556353e-15,2.342678e-21
430000,35,37,0,1.14091745e-05,4.8155044e-09,2.8471084e-30,6.143493e-39,1.7853432e-12,1.3222405e-18
430000,12,26,0,1.1005589e-05,5.64587e-11,2.8969432e-24,4.0826663e-31,2.765724e-16,3.6012996e-21
430000,39,11,0,1.1108315e-05,5.7154812e-11,8.261783e-21,3.8729767e-26,2.8510782e-16,5.298014e-17
430000,17,28,0,1.1122087e-05,6.786869e-09,3.0860727e-37,0.0,2.2950454e-12,5.905246e-31
430000,38,38,0,1.0115064e-05,6.3189267e-09,1.9016696e-21,1.545386e-27,2.3094588e-12,4.393029e-16
430000,23,32,0,1.1880467e-05,1.3662856e-07,1.5057425e-37,0.0,3.6236871e-09,1.6402903e-29
430000,31,40,0,1.07648175e-05,3.897123e-12,1.0738909e-30,6.08811e-40,2.8235097e-19,4.0997213e-13
430000,8,37,0,1.2357963e-05,2.2587666e-07,7.4363007e-22,1.6895925e-27,5.72364e-09,6.8194186e-13
430000,14,25,0,1.0597999e-05,3.1829541e-09,3.0281948e-31,2.12259e-40,9.702404e-13,6.7866877e-25
430000,22,37,0,8.6133e-06,9.1124e-08,9.859877e-22,4.585879e-27,2.2603148e-09,6.132635e-18
430000,42,16,0,8.5315705e-06,5.8405564e-10,3.876522e-18,9.882379e-23,2.1533858e-13,4.5056993e-07
430000,37,34,0,1.04019e-05,1.4577921e-08,1.6420477e-33,1.84e-43,1.5290233e-10,4.0855464e-18
430000,14,20,0,1.1354239e-05,1.0674563e-09,7.5234665e-33,5.162e-42,4.2084462e-13,3.1026414e-23
430000,33,31,0,9.548938e-06,1.5751592e-10,2.7211117e-38,0.0,6.5532144e-16,7.4047e-25
430000,31,39,0,1.1425035e-05,4.1406965e-11,2.741115e-33,3.12e-43,2.2067147e-16,2.9438175e-15
430000,39,19,0,9.757275e-06,2.155435e-10,1.3923506e-24,1.9475179e-31,5.1161505e-14,8.200214e-15
430000,13,34,0,1.2063531e-05,1.4709329e-08,7.7743795e-33,3.034e-42,5.213273e-12,1.7378268e-25
430000,30,23,0,1.1337554e-05,1.0400948e-09,0.0,0.0,2.696916e-13,5.865577e-34
430000,11,39,0,1.1495715e-05,1.529953e-11,1.9523993e-22,4.36174e-28,1.0449743e-18,6.0524956e-16
430000,10,26,0,1.180624e-05,9.814515e-14,2.214241e-19,1.067655e-24,8.882427e-23,1.225224e-16
430000,33,16,0,9.119656e-06,1.2267483e-07,3.2653158e-37,0.0,3.300452e-09,8.159053e-26
430000,26,38,0,1.2659324e-05,6.699234e-08,6.1770886e-28,1.4074375e-35,1.659492e-09,4.811819e-18
430000,32,31,0,1.0084802e-05,3.956571e-10,6.2014e-41,0.0,1.9838774e-15,5.1596276e-27
430000,19,40,0,8.629881e-06,1.4837685e-08,4.5986918e-17,1.2912525e-21,4.0151785e-10,2.4547003e-10
