mcsteps,xCOM,yCOM,il8,il1,il6,il10,tnf,tgf
350000,341,180,[2.441122e-09],[1.7667289e-13],[9.4649805e-30],[0.],[2.4909767e-30],[1.7950841e-13]
350000,96,202,[2.2781275e-09],[3.8904466e-12],[2.2512853e-19],[1.1728161e-30],[1.053968e-21],[1.6410561e-12]
350000,233,207,[2.0930022e-09],[6.5057545e-30],[8.304456e-27],[4.64942e-40],[0.],[1.0588849e-16]
350000,200,206,[2.3566868e-09],[4.7892536e-22],[0.],[0.],[0.],[1.8250794e-16]
350000,326,59,[2.3695035e-09],[1.185608e-10],[3.033092e-16],[3.2443287e-23],[1.3407642e-10],[1.9738714e-12]
350000,57,236,[2.1658395e-09],[5.7753288e-11],[7.1301624e-11],[1.2869348e-12],[5.6943187e-13],[8.0422383e-14]
350000,165,369,[2.4676905e-09],[3.284531e-11],[2.7165824e-36],[0.],[3.607066e-16],[1.6928116e-16]
350000,356,130,[2.9615268e-09],[8.892792e-11],[1.6559684e-11],[2.2152917e-14],[9.974044e-15],[3.3752483e-11]
350000,282,176,[2.5929712e-09],[1.4173074e-18],[3.4345347e-28],[2.1405e-40],[0.],[2.5698694e-12]
350000,439,331,[4.246294e-09],[9.19376e-12],[3.791319e-11],[1.9978303e-13],[4.7834526e-15],[2.554353e-12]
350000,221,275,[2.5149276e-09],[3.9196262e-16],[1.6129092e-17],[1.7095325e-26],[4.374994e-33],[4.370037e-17]
350000,239,178,[3.3944463e-09],[3.8889858e-23],[0.],[0.],[0.],[1.5526776e-32]
350000,156,145,[2.9475384e-09],[7.251397e-12],[4.3391375e-16],[1.2889275e-23],[1.05483154e-20],[1.0460478e-12]
350000,274,270,[2.4442564e-09],[1.7564528e-14],[2.082722e-28],[3.e-45],[1.0271554e-36],[5.8914004e-18]
350000,201,157,[2.620859e-09],[3.2030244e-12],[1.2908596e-10],[1.42887134e-11],[4.2522773e-12],[3.0292591e-12]
350000,442,317,[3.1979317e-09],[3.5279238e-11],[1.3964496e-17],[2.5542396e-26],[1.066379e-16],[1.0477135e-13]
350000,142,318,[2.914995e-09],[3.0025485e-12],[1.7915965e-26],[6.18e-43],[9.132482e-20],[3.111997e-14]
350000,323,160,[2.5325484e-09],[7.0640846e-12],[6.542394e-19],[2.9903604e-28],[8.4289785e-21],[2.6606563e-13]
350000,56,81,[4.5269273e-09],[1.178824e-10],[3.0228166e-13],[7.164548e-18],[2.1072331e-10],[2.5283461e-11]
350000,272,252,[2.3739015e-09],[2.9915287e-12],[1.02530994e-25],[1.6397e-41],[2.4546588e-24],[3.9665405e-17]
350000,254,109,[2.9267757e-09],[1.6412556e-12],[3.490786e-12],[4.6335174e-16],[8.0002655e-19],[1.7058995e-14]
350000,387,144,[2.2090625e-09],[4.0475805e-14],[2.7335529e-13],[5.609089e-18],[2.7251076e-21],[4.1043596e-11]
350000,270,314,[2.398711e-09],[9.3713075e-20],[8.95392e-40],[0.],[0.],[2.186755e-15]
350000,258,361,[3.0878535e-09],[1.0321336e-11],[2.5532e-41],[0.],[3.0235538e-21],[2.55806e-15]
350000,91,148,[2.4726035e-09],[4.269164e-11],[4.9727343e-14],[2.6099097e-19],[3.4321246e-14],[9.843487e-11]
350000,190,373,[2.9151563e-09],[1.1884279e-11],[3.8401126e-20],[3.1087782e-32],[7.984713e-18],[1.2701543e-11]
350000,126,228,[3.1353833e-09],[1.2829717e-11],[7.324705e-20],[2.7059595e-32],[1.7775208e-19],[1.8197145e-11]
350000,236,392,[2.6689202e-09],[2.4968064e-12],[2.1981003e-17],[8.790557e-25],[1.193538e-25],[2.39235e-14]
350000,76,141,[3.136393e-09],[9.243334e-12],[6.875156e-18],[4.839488e-28],[5.011035e-20],[3.857876e-11]
350000,362,154,[2.8407434e-09],[4.2127692e-13],[5.335621e-31],[0.],[9.3894494e-30],[8.560118e-11]
350000,198,286,[2.3214553e-09],[6.6174476e-14],[0.],[0.],[8.705181e-33],[1.9501746e-10]
350000,278,67,[2.3723439e-09],[1.2065375e-11],[1.2526521e-16],[1.3493966e-25],[6.765789e-18],[1.3694081e-12]
350000,402,303,[2.3784035e-09],[7.0216694e-11],[1.2025907e-24],[9.682731e-39],[2.9463486e-15],[6.583046e-11]
350000,325,377,[2.4503648e-09],[5.896451e-14],[1.0963267e-25],[1.1701e-41],[2.8102163e-33],[3.1766104e-10]
350000,156,224,[2.3446105e-09],[1.3796028e-13],[1.4527714e-21],[1.1585108e-35],[2.6353187e-32],[1.7813794e-17]
350000,212,217,[3.5414442e-09],[1.0706659e-29],[6.103433e-39],[0.],[0.],[4.8185414e-12]
350000,207,105,[2.1047588e-09],[3.598683e-11],[4.3684824e-17],[7.6520155e-26],[7.548935e-15],[1.279081e-13]
350000,273,118,[2.0155593e-09],[5.3315104e-12],[7.8771746e-30],[0.],[1.3156851e-22],[8.0633306e-11]
350000,64,211,[3.2592222e-09],[5.297599e-12],[2.4132842e-23],[3.6032993e-37],[2.3660115e-22],[1.4532643e-14]
350000,79,76,[2.1472581e-09],[2.7247692e-11],[7.8592966e-24],[4.664028e-36],[1.8275965e-17],[3.402937e-11]
350000,403,106,[3.6565355e-09],[4.2438938e-11],[1.8517277e-14],[4.6074025e-21],[3.3839426e-15],[1.812459e-15]
350000,406,371,[2.3060989e-09],[6.9765634e-12],[2.1176689e-12],[5.4991216e-16],[2.5487565e-18],[2.4744632e-18]
350000,405,360,[2.2983186e-09],[1.8449983e-11],[2.678162e-21],[3.8271126e-35],[2.3210808e-18],[4.760366e-15]
350000,301,146,[2.7137634e-09],[5.1242465e-12],[7.3611815e-35],[0.],[3.791624e-23],[6.2082707e-13]
350000,324,71,[2.6201807e-09],[1.6242821e-12],[1.0360782e-27],[2.9647e-41],[2.1330007e-21],[4.716706e-12]
350000,55,305,[2.255582e-09],[3.020827e-12],[7.107188e-15],[8.489167e-22],[3.3836078e-23],[7.1250346e-11]
350000,126,331,[3.12821e-09],[4.1301966e-13],[1.2911768e-20],[1.9980838e-33],[7.417891e-29],[1.2657654e-10]
350000,105,160,[2.0043773e-09],[2.1511628e-11],[1.3087986e-19],[1.8079244e-31],[8.93131e-16],[9.780019e-12]
350000,304,84,[3.1317464e-09],[2.342134e-11],[8.406783e-15],[5.3725914e-21],[6.7621726e-18],[3.7512205e-13]
350000,367,423,[2.340688e-09],[3.6615516e-11],[2.2946447e-15],[1.00562016e-23],[5.54248e-19],[1.4034393e-12]
350000,115,357,[2.2343554e-09],[7.824551e-12],[1.1822164e-10],[6.6346646e-12],[1.7780786e-12],[2.6583052e-11]
350000,88,319,[2.4559894e-09],[2.0201231e-11],[1.9078439e-15],[2.4413606e-23],[2.497938e-16],[7.196978e-14]
350000,138,308,[2.7303966e-09],[4.5021558e-13],[1.518124e-19],[1.0408418e-27],[1.9560446e-26],[2.8324665e-13]
350000,251,75,[2.7117535e-09],[2.063369e-11],[3.6915882e-23],[6.089913e-39],[2.237739e-18],[2.653892e-14]
350000,362,212,[2.3670113e-09],[2.586507e-11],[7.6895326e-30],[0.],[1.2756916e-16],[2.4497663e-12]
350000,331,358,[2.559785e-09],[1.2990296e-12],[1.1264222e-20],[2.2376677e-33],[1.3400821e-26],[2.584246e-18]
350000,68,424,[2.1583375e-09],[2.2871902e-10],[1.4722126e-11],[2.4047697e-14],[5.7775265e-12],[1.1139172e-10]
350000,313,238,[2.6754188e-09],[3.7757467e-11],[0.],[0.],[7.090993e-15],[6.199833e-23]
350000,415,251,[2.4441669e-09],[1.5647682e-14],[1.8141569e-19],[1.5748458e-30],[1.0438969e-38],[1.3761202e-13]
350000,416,369,[2.524086e-09],[4.856652e-12],[1.7657256e-19],[3.801311e-30],[1.08097854e-23],[4.7382947e-13]
350000,218,166,[3.3307943e-09],[1.6284524e-14],[1.0612931e-26],[1.e-45],[5.95249e-37],[1.5546617e-22]
350000,167,149,[3.0785856e-09],[2.0895749e-11],[2.0058829e-21],[9.968666e-32],[2.8372272e-17],[3.325204e-13]
350000,300,265,[2.4300377e-09],[2.0853798e-13],[4.575787e-33],[0.],[3.2295958e-29],[3.1072124e-12]
350000,351,402,[2.0229587e-09],[2.4841178e-11],[1.07443045e-23],[7.51385e-40],[4.261427e-18],[5.3840807e-11]
350000,296,117,[2.443127e-09],[2.7201711e-11],[3.0956327e-28],[7.6e-44],[1.1540493e-16],[5.0843065e-13]
350000,161,138,[2.8806255e-09],[1.9485701e-11],[1.5072737e-12],[5.6163664e-17],[9.6870585e-20],[1.5499486e-12]
350000,381,381,[2.1502193e-09],[4.858668e-13],[4.3235415e-24],[8.97642e-40],[4.0546934e-30],[5.208568e-11]
350000,346,176,[2.2808706e-09],[1.960913e-11],[1.2959404e-27],[8.5e-44],[4.6223974e-17],[3.0759356e-15]
