mcsteps,xCOM,yCOM,il8,il1,il6,il10,tnf,tgf
990000,18,35,[1.2041147e-05],[1.0751987e-12],[1.8510332e-10],[1.0682775e-12],[1.9151576e-13],[2.9514506e-08]
990000,25,24,[1.3017388e-05],[1.1121152e-09],[2.088225e-15],[6.141099e-20],[9.006517e-13],[5.155446e-09]
990000,31,19,[9.480555e-06],[1.3727718e-08],[2.3611365e-12],[2.446811e-15],[7.725128e-10],[5.5679066e-09]
990000,38,26,[1.3328787e-05],[1.719573e-11],[1.05394916e-22],[2.7654928e-30],[2.3762595e-18],[1.3178739e-10]
990000,10,16,[1.077313e-05],[2.1624162e-10],[3.1597975e-17],[1.6500583e-22],[1.795039e-15],[3.2447713e-09]
990000,27,40,[9.362916e-06],[1.4373464e-08],[4.194702e-14],[7.3705705e-18],[8.076447e-10],[4.6774315e-07]
990000,41,12,[1.0072322e-05],[1.4716314e-10],[1.4255854e-17],[7.28306e-23],[9.825943e-16],[3.7485123e-08]
990000,15,14,[1.1454554e-05],[2.4062803e-07],[2.14698e-17],[1.1340885e-22],[3.5373571e-07],[1.9967351e-07]
990000,11,33,[1.3187554e-05],[8.2862075e-14],[8.605247e-21],[3.9838964e-26],[2.3134892e-24],[2.5628795e-08]
990000,23,26,[1.075061e-05],[2.0133823e-09],[1.6240154e-10],[9.0091183e-13],[1.5558389e-12],[1.8985311e-08]
990000,35,8,[9.3894205e-06],[2.527606e-10],[4.6216803e-10],[2.7874031e-12],[6.0164834e-13],[4.5891795e-07]
990000,24,27,[1.0852256e-05],[1.0182433e-09],[7.8330994e-11],[4.4750122e-13],[7.777481e-13],[1.4659497e-08]
990000,23,32,[1.0856761e-05],[2.3550666e-09],[9.444506e-12],[1.0007501e-14],[1.7704367e-12],[1.999216e-09]
990000,19,36,[1.33743415e-05],[4.6451455e-13],[9.257758e-11],[5.3414315e-13],[9.575794e-14],[1.4803738e-08]
990000,42,41,[9.894444e-06],[2.7063614e-08],[8.6973016e-12],[9.153846e-15],[1.516527e-09],[3.6580417e-08]
990000,41,37,[1.0850043e-05],[1.5810499e-11],[9.998573e-13],[9.582637e-16],[4.545323e-17],[3.7329194e-08]
