mcsteps,xCOM,yCOM,il8,il1,il6,il10,tnf,tgf
700000,78,62,[8.7159856e-07],[2.4711533e-09],[6.4900595e-29],[1.403218e-39],[3.0734922e-12],[4.2320973e-11]
700000,86,51,[8.826088e-07],[5.0041726e-10],[2.1178268e-14],[7.4920085e-19],[1.0031569e-14],[4.8830656e-10]
700000,69,56,[8.609681e-07],[6.8859254e-12],[1.4992013e-10],[1.0001765e-12],[1.6124267e-13],[2.949766e-09]
700000,85,12,[7.9030355e-07],[1.0305108e-09],[3.961205e-13],[8.8681855e-17],[2.1737801e-14],[7.690353e-12]
700000,61,28,[8.5755175e-07],[9.64467e-10],[9.900117e-13],[2.1824485e-16],[2.0573395e-14],[1.3989248e-09]
700000,65,76,[8.434308e-07],[3.4963676e-10],[3.8610358e-11],[5.2673767e-14],[6.8075953e-15],[2.2013352e-10]
700000,71,50,[1.0664036e-06],[5.6204192e-09],[3.113822e-17],[3.6607936e-23],[5.3181554e-10],[3.7919285e-09]
700000,22,86,[9.149972e-07],[2.805302e-10],[2.3536119e-12],[5.3228853e-16],[3.705114e-15],[1.7971489e-09]
700000,32,24,[1.165877e-06],[2.6741644e-11],[2.6763274e-20],[8.146362e-28],[4.3337332e-18],[8.6131713e-10]
700000,82,83,[1.091439e-06],[1.3055542e-09],[4.1248776e-16],[2.4666376e-21],[1.4858839e-12],[2.111844e-10]
700000,27,12,[8.211443e-07],[3.8457565e-10],[6.225014e-10],[4.989609e-12],[1.0031484e-12],[6.4563926e-10]
700000,53,25,[8.654311e-07],[2.2334563e-09],[3.1660472e-23],[1.9416488e-31],[2.5117519e-12],[1.06823356e-10]
700000,15,36,[7.8675055e-07],[1.0581496e-09],[1.3195106e-20],[4.6878623e-28],[1.0438124e-12],[2.4919913e-08]
700000,33,63,[1.1037456e-06],[4.448547e-10],[4.590787e-14],[1.8123502e-18],[6.7565307e-15],[1.3880694e-08]
700000,37,39,[9.4702045e-07],[1.4318563e-08],[1.7741306e-24],[3.0176219e-34],[9.135875e-08],[5.235737e-11]
700000,17,72,[8.346939e-07],[6.4279737e-09],[8.422374e-12],[1.0036345e-14],[5.790501e-10],[2.4480857e-11]
700000,81,64,[8.2911487e-07],[2.1136015e-09],[9.682247e-28],[1.2624599e-37],[3.6640894e-12],[1.1716573e-08]
700000,66,45,[9.961861e-07],[1.554037e-11],[1.922369e-10],[1.3398019e-12],[2.274837e-13],[2.6111735e-09]
700000,85,18,[1.1924939e-06],[6.5836527e-09],[1.7811988e-11],[2.1556883e-14],[5.330228e-10],[2.0913425e-12]
